
model_3000,2023-05-16 01:37:25,500.0,500.0/10000
model_3000,2023-05-16 01:37:25,1000.0,1500.0/10000
model_3000,2023-05-16 01:37:25,1500.0,3000.0/10000
model_2000,2023-05-16 01:37:25,500.0,3500.0/10000
model_3000,2023-05-16 01:37:25,2000.0,5500.0/10000
model_1000,2023-05-16 01:37:25,500.0,6000.0/10000
model_2000,2023-05-16 01:37:25,1000.0,7000.0/10000
model_3000,2023-05-16 02:08:40,500.0,7500.0/10000
model_3000,2023-05-16 02:08:40,1000.0,8500.0/10000
model_3000,2023-05-16 02:08:40,1500.0,10000.0/10000
model_2000,2023-05-16 02:08:40,500.0,10500.0/10000
model_3000,2023-05-16 02:08:40,2000.0,12500.0/10000
model_1000,2023-05-16 02:08:40,500.0,13000.0/10000
model_2000,2023-05-16 02:08:40,1000.0,14000.0/10000
model_3000,2023-05-16 02:12:57,500.0,14500.0/10000
model_3000,2023-05-16 02:12:57,1000.0,15500.0/10000
model_3000,2023-05-16 02:12:57,1500.0,17000.0/10000
model_2000,2023-05-16 02:12:57,500.0,17500.0/10000
model_3000,2023-05-16 02:12:57,2000.0,19500.0/10000
model_1000,2023-05-16 02:12:57,500.0,20000.0/10000
model_2000,2023-05-16 02:12:57,1000.0,21000.0/10000
model_3000,2023-05-16 02:16:59,500.0,21500.0/10000
model_3000,2023-05-16 02:16:59,1000.0,22500.0/10000
model_3000,2023-05-16 02:16:59,1500.0,24000.0/10000
model_2000,2023-05-16 02:16:59,500.0,24500.0/10000
model_3000,2023-05-16 02:16:59,2000.0,26500.0/10000
model_1000,2023-05-16 02:16:59,500.0,27000.0/10000
model_2000,2023-05-16 02:16:59,1000.0,28000.0/10000
model_3000,2023-05-16 02:19:53,500.0,28500.0/10000
model_3000,2023-05-16 02:19:53,1000.0,29500.0/10000
model_3000,2023-05-16 02:19:53,1500.0,31000.0/10000
model_2000,2023-05-16 02:19:53,500.0,31500.0/10000
model_3000,2023-05-16 02:19:53,2000.0,33500.0/10000
model_1000,2023-05-16 02:19:53,500.0,34000.0/10000
model_2000,2023-05-16 02:19:53,1000.0,35000.0/10000
model_3000,2023-05-16 02:21:10,500.0,35500.0/10000
model_3000,2023-05-16 02:21:10,1000.0,36500.0/10000
model_3000,2023-05-16 02:21:10,1500.0,38000.0/10000
model_2000,2023-05-16 02:21:10,500.0,38500.0/10000
model_3000,2023-05-16 02:21:10,2000.0,40500.0/10000
model_1000,2023-05-16 02:21:10,500.0,41000.0/10000
model_2000,2023-05-16 02:21:10,1000.0,42000.0/10000
